"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","GS","BA","OBPct","SlgPct","R","AB","H","2B","3B","TB","HR","RBI","BB","HBP","SF","SH","K","DP","CS","Picked","SB","RBI2out","teamid","conference_id"
"12",2016,"Air Force","Mountain West",1,"24","Hargreaves, Matt","Fr","P","24","3",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"13",2016,"Air Force","Mountain West",1,"14","McDaniel, Austin","Jr","P","22","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"14",2016,"Air Force","Mountain West",1,"37","Graham, Justin","So","OF","21","0",0.071,0.278,0.071,2,"14",1,NA,NA,NA,NA,2,4,NA,NA,1,1,NA,NA,NA,NA,NA,721,5486
"15",2016,"Air Force","Mountain West",1,"40","Mortenson, Tyler","Fr","P","20","2",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"16",2016,"Air Force","Mountain West",1,"31","Biancalana, Nick","So","P","19","9",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"17",2016,"Air Force","Mountain West",1,"22","Jax, Griffin","Jr","P","15","15",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"18",2016,"Air Force","Mountain West",1,"16","DeVries, Jacob","Jr","P","14","13",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"19",2016,"Air Force","Mountain West",1,"42","Booker, Jacob","So","INF","14","1",0.154,0.214,0.154,3,"13",2,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,721,5486
"20",2016,"Air Force","Mountain West",1,"29","Holloway, Ryan","So","P","12","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"21",2016,"Air Force","Mountain West",1,"28","Fry, Lance","So","P","11","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"22",2016,"Air Force","Mountain West",1,"33","Plaskett, Steven","Fr","P","10","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"23",2016,"Air Force","Mountain West",1,"32","Rexroad, Sam","Fr","P","10","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"24",2016,"Air Force","Mountain West",1,"36","Robb, Ryan","So","INF","10","3",0.286,0.375,0.286,3,"14",4,NA,NA,NA,NA,1,NA,2,NA,NA,2,1,NA,NA,1,NA,721,5486
"25",2016,"Air Force","Mountain West",1,"23","Monaghan, Trent","Sr","P","10","10",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"26",2016,"Air Force","Mountain West",1,"11","Nichols, Ethan","Fr","P","9","4",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"27",2016,"Air Force","Mountain West",1,"27","Stanford, Nathan","Jr","P","9","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"28",2016,"Air Force","Mountain West",1,"7","Jacobs, Tucker","So","P","7","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"29",2016,"Air Force","Mountain West",1,"13","Jones, Daniel","Fr","OF","6","0",0.4,0.4,0.4,1,"5",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,721,5486
"30",2016,"Air Force","Mountain West",1,"45","Gilbert, Jake","Fr","P","6","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"31",2016,"Air Force","Mountain West",1,"10","Martinez, Gabe","Fr","C","5","0",0,0,0,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,721,5486
"32",2016,"Air Force","Mountain West",1,"38","Rieker, Michael","So","P","4","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"33",2016,"Air Force","Mountain West",1,"34","Nix, Riley","So","OF","4","0",0,0,0,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,721,5486
"34",2016,"Air Force","Mountain West",1,"26","Hanlin, Jordan","Jr","C","2","0",0.5,0.5,0.5,NA,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5486
"35",2016,"Air Force","Mountain West",1,"-","Totals","-","-","-","-",0.325,0.381,0.478,390,"2,018",655,141,20,NA,43,361,153,43,22,24,362,54,23,NA,56,NA,721,5486
"36",2016,"Air Force","Mountain West",1,"-","Opponent Totals","-","-","-","-",0.283,0.39,0.401,370,"1,874",531,106,12,NA,30,322,286,58,23,27,385,57,35,NA,55,NA,721,5486
"1",2016,"Fresno St.","Mountain West",1,"33","Guibor, Austin","Jr","OF","58","57",0.293,0.404,0.457,44,"208",61,7,3,NA,7,36,37,3,2,12,34,3,2,NA,4,NA,96,5486
"2",2016,"Fresno St.","Mountain West",1,"51","Stone, Jake","Jr","OF","58","58",0.312,0.384,0.472,44,"218",68,18,4,NA,3,35,27,3,7,10,44,3,7,NA,6,NA,96,5486
"3",2016,"Fresno St.","Mountain West",1,"4","Batesole, Korby","So","INF","56","51",0.243,0.308,0.249,13,"177",43,1,NA,NA,NA,15,15,2,1,7,29,3,2,NA,2,NA,96,5486
"4",2016,"Fresno St.","Mountain West",1,"40","Arruda, Aaron","So","OF","54","41",0.32,0.406,0.567,37,"194",62,15,NA,NA,11,44,21,8,1,NA,52,3,NA,NA,3,NA,96,5486
"5",2016,"Fresno St.","Mountain West",1,"32","Ashford, Zach","Fr","OF","49","25",0.316,0.402,0.36,24,"114",36,3,1,NA,NA,14,14,3,1,4,23,1,2,NA,3,NA,96,5486
"6",2016,"Fresno St.","Mountain West",1,"16","Medrano, Jesse","Jr","INF","49","37",0.326,0.359,0.406,20,"138",45,9,1,NA,NA,26,6,4,5,8,21,5,1,NA,7,NA,96,5486
"7",2016,"Fresno St.","Mountain West",1,"10","Warren, Nick","So","C","49","44",0.229,0.32,0.252,17,"131",30,3,NA,NA,NA,11,14,4,1,4,23,4,1,NA,NA,NA,96,5486
"8",2016,"Fresno St.","Mountain West",1,"5","Viers, Kevin","Sr","INF","46","23",0.207,0.238,0.386,18,"140",29,8,1,NA,5,16,6,NA,1,NA,38,3,NA,NA,2,NA,96,5486
"9",2016,"Fresno St.","Mountain West",1,"11","Dobson, Ryan","Jr","INF","39","24",0.364,0.407,0.455,28,"99",36,3,3,NA,NA,7,6,2,1,6,11,NA,3,NA,5,NA,96,5486
"10",2016,"Fresno St.","Mountain West",1,"6","Silva, Scott","Jr","INF","39","32",0.357,0.4,0.521,31,"140",50,11,NA,NA,4,23,10,NA,NA,4,21,3,2,NA,1,NA,96,5486
"11",2016,"Fresno St.","Mountain West",1,"19","Russell, Brody","Sr","OF","39","35",0.415,0.46,0.644,29,"135",56,15,2,NA,4,35,9,4,2,6,23,4,6,NA,3,NA,96,5486
"12",2016,"Fresno St.","Mountain West",1,"14","Tatum, Mccarthy","So","INF","38","24",0.218,0.317,0.241,8,"87",19,2,NA,NA,NA,8,10,3,1,4,19,NA,4,NA,5,NA,96,5486
"13",2016,"Fresno St.","Mountain West",1,"21","Burks, Jeremiah","Fr","INF","33","20",0.188,0.325,0.281,8,"64",12,3,NA,NA,1,7,12,1,NA,1,29,1,1,NA,1,NA,96,5486
"14",2016,"Fresno St.","Mountain West",1,"25","Prior, Joe","Jr","C","33","14",0.206,0.247,0.338,8,"68",14,3,NA,NA,2,11,2,2,1,3,10,1,NA,NA,NA,NA,96,5486
"15",2016,"Fresno St.","Mountain West",1,"46","Thomas, Ricky","So","P","30","30",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"16",2016,"Fresno St.","Mountain West",1,"36","Lambert, Jimmy","Jr","P","28","28",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"17",2016,"Fresno St.","Mountain West",1,"37","Borst, Tim","Sr","P","28","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"18",2016,"Fresno St.","Mountain West",1,"41","Williams, Brennon","Sr","P","27","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"19",2016,"Fresno St.","Mountain West",1,"45","Lee, Dylan","Sr","P","27","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"20",2016,"Fresno St.","Mountain West",1,"30","Ramirez, Rickey","So","P","26","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"21",2016,"Fresno St.","Mountain West",1,"12","Goldstein, Torin","So","INF","20","0",0.214,0.267,0.214,1,"28",6,NA,NA,NA,NA,4,2,NA,NA,NA,10,2,NA,NA,NA,NA,96,5486
"22",2016,"Fresno St.","Mountain West",1,"49","Arias, Anthony","So","P","18","12",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"23",2016,"Fresno St.","Mountain West",1,"39","Gonzalez, Edgar","Fr","P","18","17",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"24",2016,"Fresno St.","Mountain West",1,"38","Reece, Mark","Jr","P","17","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"25",2016,"Fresno St.","Mountain West",1,"55","Varnell, Kenny","Fr","P","12","4",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"26",2016,"Fresno St.","Mountain West",1,"7","Dodds, Ross","Fr","INF","11","1",0.133,0.278,0.2,1,"15",2,1,NA,NA,NA,3,2,1,NA,NA,7,1,NA,NA,NA,NA,96,5486
"27",2016,"Fresno St.","Mountain West",1,"20","Sullivan, Ryan","Fr","P","8","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"28",2016,"Fresno St.","Mountain West",1,"3","Cordeiro, RJ","Fr","INF","6","0",0.167,0.286,0.167,NA,"6",1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,96,5486
"29",2016,"Fresno St.","Mountain West",1,"47","Schlichtholz, Fred","So","P","3","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5486
"30",2016,"Fresno St.","Mountain West",1,"-","Totals","-","-","-","-",0.291,0.362,0.414,331,"1,962",570,102,15,NA,37,295,194,40,24,69,396,37,31,NA,42,NA,96,5486
"31",2016,"Fresno St.","Mountain West",1,"-","Opponent Totals","-","-","-","-",0.261,0.333,0.35,270,"2,012",526,83,9,NA,26,244,186,40,19,36,479,39,19,NA,33,NA,96,5486
"1",2016,"Nevada","Mountain West",1,"10","Mastrobuoni, Miles","Jr","INF","61","60",0.364,0.458,0.474,51,"228",83,17,4,NA,NA,40,38,6,5,10,40,5,3,NA,18,NA,466,5486
"2",2016,"Nevada","Mountain West",1,"1","Greager, Bryce","Sr","INF","61","61",0.284,0.396,0.427,51,"225",64,10,2,NA,6,38,30,16,7,2,42,8,2,NA,4,NA,466,5486
"3",2016,"Nevada","Mountain West",1,"3","Bridgman, Justin","Jr","INF","59","58",0.351,0.398,0.417,51,"242",85,14,1,NA,NA,37,16,4,2,8,16,10,3,NA,13,NA,466,5486
"4",2016,"Nevada","Mountain West",1,"13","Brooks, Trenton","Jr","P","59","59",0.277,0.391,0.451,39,"224",62,19,4,NA,4,42,40,6,6,NA,26,3,5,NA,7,NA,466,5486
"5",2016,"Nevada","Mountain West",1,"6","Friedl, TJ","So","OF","58","58",0.401,0.494,0.563,68,"222",89,9,9,NA,3,35,32,12,3,9,26,3,5,NA,13,NA,466,5486
"6",2016,"Nevada","Mountain West",1,"21","Pearce, Jordan","So","INF","56","55",0.332,0.391,0.522,40,"205",68,17,5,NA,4,47,17,5,3,3,33,10,4,NA,1,NA,466,5486
"7",2016,"Nevada","Mountain West",1,"7","Krzmarzick, Cole","So","OF","53","49",0.368,0.426,0.479,38,"190",70,16,1,NA,1,37,19,3,4,6,14,4,NA,NA,3,NA,466,5486
"8",2016,"Nevada","Mountain West",1,"28","Hazard, Justin","Sr","C","52","49",0.339,0.378,0.476,25,"189",64,13,2,NA,3,36,13,2,5,8,25,4,1,NA,2,NA,466,5486
"9",2016,"Nevada","Mountain West",1,"4","Smith, Keaton","Fr","INF","46","29",0.264,0.347,0.4,21,"110",29,9,NA,NA,2,21,12,2,NA,6,34,3,2,NA,3,NA,466,5486
"10",2016,"Nevada","Mountain West",1,"32","Foster, Kaleb","Fr","C","36","30",0.186,0.309,0.284,12,"102",19,6,2,NA,NA,12,9,10,2,2,25,2,NA,NA,2,NA,466,5486
"11",2016,"Nevada","Mountain West",1,"5","Fennell, Grant","So","INF","35","28",0.25,0.339,0.357,15,"112",28,7,1,NA,1,16,11,4,NA,1,19,7,1,NA,2,NA,466,5486
"12",2016,"Nevada","Mountain West",1,"8","McMahan, Evan","Jr","P","25","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"13",2016,"Nevada","Mountain West",1,"30","Pennington, Ty","Jr","P","23","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"14",2016,"Nevada","Mountain West",1,"24","Nowaczewski, Mark","Jr","P","22","3",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"15",2016,"Nevada","Mountain West",1,"31","Lott, Alex","Sr","P","20","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"16",2016,"Nevada","Mountain West",1,"15","Rowland, Cameron","Sr","P","19","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"17",2016,"Nevada","Mountain West",1,"26","Held, Sam","Sr","P","19","4",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"18",2016,"Nevada","Mountain West",1,"14","Martine, Anthony","Jr","P","18","5",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"19",2016,"Nevada","Mountain West",1,"12","Stolo, Christian","Sr","P","17","15",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"20",2016,"Nevada","Mountain West",1,"35","Charpie, Trevor","Jr","P","17","10",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"21",2016,"Nevada","Mountain West",1,"25","Wilkins, Zach","Sr","P","14","7",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"22",2016,"Nevada","Mountain West",1,"16","Evans, Brandon","Jr","OF","13","10",0.188,0.297,0.281,2,"32",6,1,1,NA,NA,5,4,1,NA,NA,11,NA,1,NA,NA,NA,466,5486
"23",2016,"Nevada","Mountain West",1,"34","Krug, Cooper","Fr","P","11","4",0.176,0.263,0.235,3,"17",3,1,NA,NA,NA,2,2,NA,NA,NA,8,NA,NA,NA,NA,NA,466,5486
"24",2016,"Nevada","Mountain West",1,"36","Brooks, Charlie","Fr","P","6","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"25",2016,"Nevada","Mountain West",1,"23","Miller, Taylor","Jr","P","4","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"26",2016,"Nevada","Mountain West",1,"44","Powell, Cooper","Fr","P","3","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"27",2016,"Nevada","Mountain West",1,"38","Dick, Austin","So","P","2","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"28",2016,"Nevada","Mountain West",1,"-","Totals","-","-","-","-",0.319,0.402,0.45,416,"2,098",670,139,32,NA,24,368,243,71,37,55,319,59,27,NA,68,NA,466,5486
"29",2016,"Nevada","Mountain West",1,"-","Opponent Totals","-","-","-","-",0.29,0.353,0.429,335,"2,095",607,129,14,NA,45,314,171,48,24,38,336,57,20,NA,31,NA,466,5486
"1",2016,"New Mexico","Mountain West",1,"30","Stajduhar, Carl","So","INF","62","62",0.331,0.411,0.623,51,"257",85,17,2,NA,18,66,29,9,4,1,44,6,1,NA,1,NA,473,5486
"2",2016,"New Mexico","Mountain West",1,"27","Gonzalez, Luis","So","OF","61","60",0.381,0.47,0.575,63,"252",96,21,5,NA,6,48,43,2,3,6,26,4,NA,NA,18,NA,473,5486
"3",2016,"New Mexico","Mountain West",1,"12","Bowers, Dalton","Sr","INF","60","60",0.294,0.44,0.452,48,"197",58,15,2,NA,4,36,46,6,1,6,50,4,6,NA,13,NA,473,5486
"4",2016,"New Mexico","Mountain West",1,"34","DeVito, Chris","Jr","C","60","60",0.375,0.444,0.685,49,"232",87,20,2,NA,16,65,29,3,4,NA,31,4,NA,NA,NA,NA,473,5486
"5",2016,"New Mexico","Mountain West",1,"13","Mang, Jared","Fr","INF","59","48",0.291,0.383,0.423,37,"175",51,10,2,NA,3,30,25,4,5,3,28,5,1,NA,3,NA,473,5486
"6",2016,"New Mexico","Mountain West",1,"28","Zoellner, Jack","Jr","1B","59","58",0.307,0.378,0.489,49,"231",71,16,1,NA,8,47,27,3,6,3,54,9,3,NA,2,NA,473,5486
"7",2016,"New Mexico","Mountain West",1,"23","Holley, Jared","Sr","INF","55","48",0.337,0.451,0.478,53,"184",62,21,1,NA,1,42,28,11,1,7,16,6,2,NA,5,NA,473,5486
"8",2016,"New Mexico","Mountain West",1,"25","Vigil, Andre","Jr","OF","54","29",0.262,0.333,0.357,20,"126",33,7,1,NA,1,11,11,3,1,5,21,NA,NA,NA,2,NA,473,5486
"9",2016,"New Mexico","Mountain West",1,"9","Weber, Reece","So","OF","51","19",0.186,0.346,0.233,14,"86",16,1,NA,NA,1,12,18,3,NA,5,17,5,NA,NA,NA,NA,473,5486
"10",2016,"New Mexico","Mountain West",1,"4","Bell, Austin","Fr","OF","41","22",0.342,0.478,0.384,19,"73",25,1,1,NA,NA,12,16,3,NA,3,9,2,5,NA,NA,NA,473,5486
"11",2016,"New Mexico","Mountain West",1,"7","Eaton, Michael","Sr","INF","35","21",0.286,0.34,0.396,12,"91",26,5,1,NA,1,10,8,NA,1,6,14,5,NA,NA,1,NA,473,5486
"12",2016,"New Mexico","Mountain West",1,"15","Migueles, Erick","Fr","OF","35","22",0.241,0.347,0.386,9,"83",20,5,2,NA,1,14,12,2,1,2,12,4,NA,NA,NA,NA,473,5486
"13",2016,"New Mexico","Mountain West",1,"11","Pratt, Andrew","Fr","C","32","23",0.326,0.369,0.565,19,"92",30,7,NA,NA,5,16,6,2,3,NA,28,4,NA,NA,NA,NA,473,5486
"14",2016,"New Mexico","Mountain West",1,"33","Tripp, Christian","Fr","P","27","0",1,1,1,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"15",2016,"New Mexico","Mountain West",1,"26","Estrella, Alex","Sr","P","26","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"16",2016,"New Mexico","Mountain West",1,"10","Graham, Scottie","So","C","25","17",0.23,0.36,0.279,10,"61",14,3,NA,NA,NA,12,10,3,1,2,11,NA,NA,NA,1,NA,473,5486
"17",2016,"New Mexico","Mountain West",1,"18","Westerman, Jacob","Fr","OF","19","0",0.222,0.462,0.222,6,"9",2,NA,NA,NA,NA,2,3,1,NA,NA,3,NA,NA,NA,NA,NA,473,5486
"18",2016,"New Mexico","Mountain West",1,"17","Sanchez, Victor","Sr","P","19","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"19",2016,"New Mexico","Mountain West",1,"21","Fernandez, Fernando","Jr","P","19","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"20",2016,"New Mexico","Mountain West",1,"20","Bridges, Drew","Sr","P","18","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"21",2016,"New Mexico","Mountain West",1,"31","Schneider, Carson","Jr","P","17","15",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"22",2016,"New Mexico","Mountain West",1,"6","Thomson, Colton","Sr","P","16","15",0,0,0,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,473,5486
"23",2016,"New Mexico","Mountain West",1,"14","Stevens, Tyler","So","P","16","16",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"24",2016,"New Mexico","Mountain West",1,"2","Nelson, Jake","Fr","P","14","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"25",2016,"New Mexico","Mountain West",1,"42","Duree, Taylor","Sr","P","13","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"26",2016,"New Mexico","Mountain West",1,"24","Harrington, James","So","P","13","10",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"27",2016,"New Mexico","Mountain West",1,"43","Collier, Danny","Jr","OF","12","9",0.405,0.436,0.432,6,"37",15,1,NA,NA,NA,9,1,1,NA,NA,5,1,NA,NA,4,NA,473,5486
"28",2016,"New Mexico","Mountain West",1,"16","Villalobos, Matt","Jr","P","12","0",0,0.5,0,2,"1",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"29",2016,"New Mexico","Mountain West",1,"19","Isenhart, Austin","Fr","P","3","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"30",2016,"New Mexico","Mountain West",1,"32","Ryan, Preston","Jr","P","1","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"31",2016,"New Mexico","Mountain West",1,"44","Treadwell, Austin","Fr","OF","1","0",0,0,0,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,5486
"32",2016,"New Mexico","Mountain West",1,"-","Totals","-","-","-","-",0.316,0.41,0.492,467,"2,190",692,150,20,NA,65,432,313,56,31,49,370,59,18,NA,50,NA,473,5486
"33",2016,"New Mexico","Mountain West",1,"-","Opponent Totals","-","-","-","-",0.303,0.371,0.424,356,"2,166",657,124,18,NA,34,321,204,43,23,50,363,66,16,NA,54,NA,473,5486
"1",2016,"San Diego St.","Mountain West",1,"10","Thornton, Spencer","Sr","OF","58","55",0.282,0.362,0.455,41,"202",57,10,2,NA,7,32,27,3,8,3,41,4,3,NA,6,NA,626,5486
"2",2016,"San Diego St.","Mountain West",1,"9","Wylie, Justin","So","INF","58","58",0.306,0.39,0.409,42,"235",72,12,NA,NA,4,37,29,4,1,5,39,6,10,NA,8,NA,626,5486
"3",2016,"San Diego St.","Mountain West",1,"13","Trejo, Alan","So","INF","58","58",0.302,0.355,0.353,35,"235",71,4,1,NA,2,35,18,4,5,6,33,7,4,NA,7,NA,626,5486
"4",2016,"San Diego St.","Mountain West",1,"18","Adkison, Tyler","So","OF","57","55",0.303,0.375,0.507,34,"201",61,15,4,NA,6,40,23,3,5,5,33,6,3,NA,11,NA,626,5486
"5",2016,"San Diego St.","Mountain West",1,"21","Verdon, Jordan","Fr","INF","57","55",0.289,0.384,0.406,32,"187",54,11,1,NA,3,29,23,9,5,2,24,7,NA,NA,4,NA,626,5486
"6",2016,"San Diego St.","Mountain West",1,"22","Hensley, David","So","INF","55","51",0.282,0.333,0.33,20,"188",53,6,NA,NA,1,20,14,1,1,12,38,5,2,NA,6,NA,626,5486
"7",2016,"San Diego St.","Mountain West",1,"34","Calabuig, Chase","So","OF","52","47",0.222,0.33,0.283,24,"180",40,4,2,NA,1,17,26,4,2,8,32,4,6,NA,7,NA,626,5486
"8",2016,"San Diego St.","Mountain West",1,"28","Brown, Andrew","Jr","INF","49","45",0.253,0.303,0.315,17,"162",41,5,1,NA,1,14,10,3,3,2,15,9,1,NA,6,NA,626,5486
"9",2016,"San Diego St.","Mountain West",1,"6","Stratton, Hunter","So","C","37","29",0.229,0.293,0.286,13,"105",24,NA,3,NA,NA,8,5,5,1,NA,16,NA,NA,NA,2,NA,626,5486
"10",2016,"San Diego St.","Mountain West",1,"25","Nevarez, Dean","Fr","C","34","24",0.232,0.315,0.379,15,"95",22,6,1,NA,2,17,10,2,1,NA,20,3,1,NA,NA,NA,626,5486
"11",2016,"San Diego St.","Mountain West",1,"14","Saylor, CJ","Jr","C","29","26",0.284,0.402,0.333,15,"81",23,4,NA,NA,NA,4,15,1,NA,NA,21,4,NA,NA,NA,NA,626,5486
"12",2016,"San Diego St.","Mountain West",1,"32","Chapman, Denz'L","So","OF","27","15",0.294,0.39,0.333,9,"51",15,NA,1,NA,NA,5,7,1,NA,1,14,1,3,NA,5,NA,626,5486
"13",2016,"San Diego St.","Mountain West",1,"38","Erickson, Jacob","So","P","26","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
