"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","teamid","conference_id"
"10",2016,"Memphis","AAC",1,"4","DeMatteo, Damo","Sr","C","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,404,823
"11",2016,"Memphis","AAC",1,"24","Bowman, Andy","Jr","1B","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,404,823
"12",2016,"Memphis","AAC",1,"16","Santana, Jason","Fr","C","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,404,823
"13",2016,"Memphis","AAC",1,"22","Chafin, Corey","Sr","C","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,404,823
"14",2016,"Memphis","AAC",1,"30","McNickle, Trey","Sr","P","30",30,NA,4.58,19.2,25,11,10,8,13,NA,"93","80",3,2,2,1,2,2,NA,42,16,NA,3,"326",25,19,2,1,NA,3,404,823
"15",2016,"Memphis","AAC",1,"42","Crosby, Drew","So","P","28",28,1,6.88,34,40,27,26,20,36,NA,"165","133",5,2,NA,4,1,4,1,22,9,6,2,"615",30,31,NA,2,NA,8,404,823
"16",2016,"Memphis","AAC",1,"29","Blackwood, Nolan","Jr","P","27",27,NA,3.76,40.2,38,23,17,11,34,NA,"174","153",11,NA,1,1,2,6,NA,18,7,2,2,"588",57,22,3,4,7,11,404,823
"17",2016,"Memphis","AAC",1,"18","Hicks, Alex","Fr","P","17",17,2,4.5,36,35,22,18,19,27,NA,"163","137",5,NA,NA,3,4,6,NA,19,10,1,NA,"391",42,30,1,2,NA,9,404,823
"18",2016,"Memphis","AAC",1,"7","Williams, Carlos","So","OF","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,404,823
"19",2016,"Memphis","AAC",1,"5","Alexander, Connor","So","P","16",16,12,5.19,86.2,101,57,50,26,47,NA,"376","334",19,3,1,3,4,5,2,4,NA,7,4,"1,172",115,78,2,7,NA,14,404,823
"20",2016,"Memphis","AAC",1,"25","Bowlan, Jonathan","Fr","P","15",15,11,4.42,55,58,39,27,25,29,NA,"249","214",7,1,2,5,9,3,NA,7,3,5,2,"803",61,63,2,6,NA,10,404,823
"21",2016,"Memphis","AAC",1,"33","Hathcock, Colton","So","P","15",15,14,3.94,82.1,77,45,36,37,71,NA,"354","307",14,2,NA,1,8,4,NA,2,NA,1,5,"1,075",76,86,5,8,NA,19,404,823
"22",2016,"Memphis","AAC",1,"28","Ferguson, Matt","Sr","P","14",14,14,4,81,78,45,36,33,49,NA,"363","320",9,NA,NA,10,12,8,NA,NA,NA,2,NA,"1,159",80,107,5,4,NA,9,404,823
"23",2016,"Memphis","AAC",1,"19","Muse, James","Fr","P","13",13,5,11.51,22.2,38,36,29,21,16,NA,"131","104",8,1,NA,4,9,2,NA,8,6,1,3,"364",24,24,NA,3,NA,6,404,823
"24",2016,"Memphis","AAC",1,"35","Smith, Alex","Fr","OF","11",9,NA,6.14,7.1,7,5,5,7,6,NA,"36","26",3,NA,NA,1,1,1,NA,5,3,1,1,"121",8,7,NA,NA,NA,2,404,823
"25",2016,"Memphis","AAC",1,"23","Cruse, Bryan","Fr","P","11",11,NA,9.53,17,17,18,18,10,12,NA,"79","67",2,NA,NA,3,3,1,NA,4,4,1,NA,"235",19,17,NA,NA,NA,7,404,823
"26",2016,"Memphis","AAC",1,"20","Smith, Hunter","Fr","P","10",10,2,4.79,20.2,24,12,11,8,10,NA,"95","77",3,NA,NA,1,5,3,NA,4,2,6,1,"330",27,22,2,1,NA,2,404,823
"27",2016,"Memphis","AAC",1,"21","Duncan, Cody","Fr","INF","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,404,823
"28",2016,"Memphis","AAC",1,"14","Sutton, Trevor","So","P","7",7,NA,7.94,5.2,8,6,5,3,2,NA,"28","24",2,NA,NA,2,NA,NA,NA,3,NA,NA,1,"77",5,9,NA,NA,NA,NA,404,823
"29",2016,"Memphis","AAC",1,"15","Vuncannon, Dylan","Jr","C","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,404,823
"30",2016,"Memphis","AAC",1,"44","Drabik, Blake","Jr","P","1",1,NA,0,1.1,0,NA,NA,0,1,NA,"4","4",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"10",1,2,NA,NA,NA,NA,404,823
"31",2016,"Memphis","AAC",1,"17","Garner, Ryan","Jr","P","1",1,NA,54,0.1,0,2,2,0,NA,NA,"3","",NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,"",1,NA,NA,NA,NA,NA,404,823
"32",2016,"Memphis","AAC",1,"-","Totals","-","-","-",NA,NA,5.04,533.2,564,358,299,241,374,2,"2,416","2,062",96,11,6,40,66,53,3,NA,NA,36,24,"",589,542,NA,NA,NA,104,404,823
"33",2016,"Memphis","AAC",1,"-","Opponent Totals","-","-","-",NA,NA,4.04,544,517,292,244,185,406,5,"2,340","2,036",102,18,6,26,51,59,3,NA,NA,40,19,"",583,542,NA,NA,NA,123,404,823
"1",2016,"South Fla.","AAC",1,"27","Zech, Garrett","Fr","OF","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"2",2016,"South Fla.","AAC",1,"5","Montes, Coco","Fr","INF","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"3",2016,"South Fla.","AAC",1,"10","Villar, David","Fr","INF","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"4",2016,"South Fla.","AAC",1,"44","Stunkel, Duke","So","OF","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"5",2016,"South Fla.","AAC",1,"18","Maglich, Luke","Sr","OF","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"6",2016,"South Fla.","AAC",1,"37","Chatfield, Chris","Fr","OF","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"7",2016,"South Fla.","AAC",1,"20","Genord, Joe","Fr","INF","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"8",2016,"South Fla.","AAC",1,"4","Borders, Luke","Jr","OF","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"9",2016,"South Fla.","AAC",1,"6","Merrell, Kevin","So","INF","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"10",2016,"South Fla.","AAC",1,"38","Dietrich, Tyler","Fr","C","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"11",2016,"South Fla.","AAC",1,"33","Montgomery, Cameron","Fr","OF","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"12",2016,"South Fla.","AAC",1,"3","Garrison, Jonah","Fr","INF","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"13",2016,"South Fla.","AAC",1,"28","Eveld, Tommy","Jr","P","26",26,1,2.21,53,36,15,13,24,67,NA,"222","190",4,2,NA,2,5,6,2,15,8,1,1,"865",46,40,NA,3,9,21,651,823
"14",2016,"South Fla.","AAC",1,"14","Perez, Andrew","Fr","P","20",20,2,6.75,30.2,32,25,23,26,36,NA,"143","116",10,NA,NA,1,12,NA,NA,8,2,1,NA,"571",24,24,1,5,1,9,651,823
"15",2016,"South Fla.","AAC",1,"49","Burns, Dylan","Fr","P","17",17,NA,5.76,25,24,21,16,20,17,NA,"125","96",9,NA,NA,2,6,7,1,9,4,2,NA,"445",28,25,2,NA,NA,4,651,823
"16",2016,"South Fla.","AAC",1,"45","Sanders, Phoenix","Jr","P","16",16,15,4.15,95.1,112,59,44,27,95,1,"428","389",18,2,3,7,5,6,2,NA,NA,3,2,"1,435",98,79,5,5,1,38,651,823
"17",2016,"South Fla.","AAC",1,"12","Borders, Levi","Sr","C","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"18",2016,"South Fla.","AAC",1,"25","Cavallaro, Joe","So","P","16",16,14,4.27,84.1,65,47,40,45,75,NA,"372","297",13,2,NA,4,4,15,2,2,2,9,6,"1,380",89,74,6,3,NA,12,651,823
"19",2016,"South Fla.","AAC",1,"35","Labozzetta, Brad","Jr","P","15",15,4,6.08,37,37,26,25,31,36,NA,"177","139",8,1,NA,2,8,3,2,4,2,3,1,"595",32,36,2,5,NA,13,651,823
"20",2016,"South Fla.","AAC",1,"13","Lawson, Brandon","Jr","P","15",15,14,2.5,101,83,34,28,30,111,NA,"416","371",16,2,2,8,5,8,1,3,1,4,2,"1,653",107,66,5,5,NA,34,651,823
"21",2016,"South Fla.","AAC",1,"24","Clarkson, Michael","Sr","P","15",15,7,4.86,53.2,60,36,29,33,44,NA,"262","216",14,NA,NA,6,6,8,NA,2,2,2,3,"991",64,48,1,5,NA,8,651,823
"22",2016,"South Fla.","AAC",1,"29","Portales, Daniel","Jr","P","14",1,NA,0,1,1,NA,NA,1,2,NA,"5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,1,NA,NA,NA,NA,651,823
"23",2016,"South Fla.","AAC",1,"34","Koenig, Michael","Fr","INF","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"24",2016,"South Fla.","AAC",1,"32","Bye, Garrett","Fr","P","9",9,NA,15.75,8,9,15,14,11,14,NA,"48","32",3,1,NA,NA,2,3,NA,NA,NA,2,NA,"190",8,3,NA,1,NA,7,651,823
"25",2016,"South Fla.","AAC",1,"17","Savarese, Mark","Jr","P","8",8,NA,7.84,10.1,14,9,9,8,12,NA,"53","43",2,NA,NA,1,NA,2,NA,7,4,NA,NA,"205",8,9,1,1,NA,5,651,823
"26",2016,"South Fla.","AAC",1,"42","Valdes, Ryan","Sr","P","5",1,NA,12,3,6,4,4,1,3,NA,"15","14",2,NA,1,1,2,NA,NA,NA,NA,NA,NA,"",1,4,1,NA,NA,NA,651,823
"27",2016,"South Fla.","AAC",1,"16","Cross, Kyle","Fr","P","3",3,NA,9,5,13,9,5,4,5,NA,"32","26",2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,"124",5,3,NA,NA,NA,NA,651,823
"28",2016,"South Fla.","AAC",1,"50","Pink, Donovan","Fr","INF","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"29",2016,"South Fla.","AAC",1,"9","Leal, Andres","Jr","DH","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,651,823
"30",2016,"South Fla.","AAC",1,"15","Kelley, Hayden","Sr","P","1",1,NA,0,1,1,NA,NA,0,NA,NA,"5","4",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"12",2,1,NA,NA,NA,NA,651,823
"31",2016,"South Fla.","AAC",1,"-","Totals","-","-","-",NA,NA,4.43,508.1,493,300,250,261,517,4,"2,303","1,937",101,10,6,35,55,59,10,NA,NA,27,17,"",512,413,NA,NA,NA,151,651,823
"32",2016,"South Fla.","AAC",1,"-","Opponent Totals","-","-","-",NA,NA,3.29,505.1,471,236,185,194,525,4,"2,199","1,902",77,10,4,36,47,56,4,NA,NA,34,13,"",441,478,NA,NA,NA,132,651,823
"1",2016,"Tulane","AAC",1,"6","Kaplan, Lex","Jr","OF","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"2",2016,"Tulane","AAC",1,"16","Hope, Hunter","Jr","INF","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"3",2016,"Tulane","AAC",1,"33","Montalbano, Jeremy","Jr","C","62",6,NA,2.57,7,8,3,2,0,10,NA,"28","26",NA,NA,NA,NA,NA,NA,NA,5,2,2,NA,68,6,4,NA,1,NA,NA,718,823
"4",2016,"Tulane","AAC",1,"4","Rogers, Jake","Jr","C","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"5",2016,"Tulane","AAC",1,"30","Witherspoon, Grant","Fr","OF","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"6",2016,"Tulane","AAC",1,"17","Willsey, Jake","Jr","INF","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"7",2016,"Tulane","AAC",1,"2","Alemais, Stephen","Jr","INF","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"8",2016,"Tulane","AAC",1,"8","Carthon, Richard","Sr","OF","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"9",2016,"Tulane","AAC",1,"23","Brown, Grant","Jr","OF","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"10",2016,"Tulane","AAC",1,"39","Williams, Hunter","Jr","1B","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"11",2016,"Tulane","AAC",1,"11","DeHart, Jarret","Jr","OF","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"12",2016,"Tulane","AAC",1,"31","Duester, Patrick","Sr","P","25",25,1,4.46,34.1,26,18,17,23,33,NA,"153","117",9,NA,NA,1,4,7,1,27,13,3,2,208,32,30,NA,1,2,5,718,823
"13",2016,"Tulane","AAC",1,"15","Rowland, Matt","So","INF","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"14",2016,"Tulane","AAC",1,"1","Edwards, Cade","Fr","INF","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"15",2016,"Tulane","AAC",1,"32","Bjorngjeld, Sam","So","P","22",22,NA,3.15,20,15,8,7,9,19,NA,"86","75",4,NA,1,NA,5,2,NA,20,8,NA,NA,108,22,18,1,NA,1,8,718,823
"16",2016,"Tulane","AAC",1,"9","Pierce, Shea","Sr","INF","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"17",2016,"Tulane","AAC",1,"14","France, J.P.","Jr","P","19",19,12,3.33,75.2,72,36,28,27,67,NA,"323","287",16,4,NA,4,7,5,1,5,3,2,2,416,58,87,6,4,NA,17,718,823
"18",2016,"Tulane","AAC",1,"26","Massey, Ross","Fr","P","18",18,12,2.29,90.1,87,32,23,18,51,1,"379","343",15,NA,NA,4,3,12,NA,3,2,6,NA,593,128,75,10,3,NA,18,718,823
"19",2016,"Tulane","AAC",1,"24","Simms, Trevor","Sr","P","17",16,1,3.44,18.1,11,8,7,11,22,NA,"79","59",2,NA,NA,NA,6,6,NA,18,7,1,2,11,13,15,4,1,1,2,718,823
"20",2016,"Tulane","AAC",1,"35","Burns, Cameron","Sr","C","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"21",2016,"Tulane","AAC",1,"38","Rankin, Daniel","Jr","P","16",16,NA,2.82,22.1,21,11,7,14,25,NA,"99","82",4,NA,NA,NA,4,1,1,18,12,1,1,102,23,13,2,1,2,9,718,823
"22",2016,"Tulane","AAC",1,"29","Gibbs, Emerson","Sr","P","16",16,16,2.61,110.1,88,40,32,24,88,2,"438","407",15,1,1,5,5,3,NA,NA,NA,3,1,512,137,89,6,4,NA,27,718,823
"23",2016,"Tulane","AAC",1,"21","Merrill, Corey","Jr","P","15",15,5,2.05,52.2,41,14,12,19,63,NA,"221","186",8,NA,NA,NA,3,6,1,9,3,7,3,151,51,37,4,1,3,18,718,823
"24",2016,"Tulane","AAC",1,"41","Colletti, Christian","Jr","P","15",15,NA,4.97,12.2,15,8,7,4,9,NA,"60","52",4,NA,1,NA,1,4,NA,10,2,NA,NA,53,17,10,NA,NA,1,2,718,823
"25",2016,"Tulane","AAC",1,"28","Massey, Alex","Sr","P","15",15,14,4.22,81,76,41,38,28,71,NA,"336","297",14,NA,NA,6,1,5,NA,NA,NA,6,NA,374,74,77,6,4,NA,27,718,823
"26",2016,"Tulane","AAC",1,"5","Yandel, Tim","Sr","INF","13",13,1,6.11,17.2,19,15,12,10,19,NA,"85","71",3,NA,NA,1,3,4,NA,8,6,NA,NA,55,18,14,2,1,NA,5,718,823
"27",2016,"Tulane","AAC",1,"20","Steel, Eric","Jr","P","12",12,NA,4.15,13,17,6,6,2,14,NA,"56","52",NA,1,NA,1,NA,NA,NA,14,6,2,NA,22,16,5,NA,NA,NA,3,718,823
"28",2016,"Tulane","AAC",1,"43","Braud, Matt","Sr","INF","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"29",2016,"Tulane","AAC",1,"18","Heinrichs, Tyler","Fr","OF","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,823
"30",2016,"Tulane","AAC",1,"44","Issa, Brandon","So","P","3",3,NA,10.12,2.2,4,3,3,2,3,NA,"15","12",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,16,4,1,NA,NA,NA,1,718,823
"31",2016,"Tulane","AAC",1,"36","Gross, Jordan","Sr","P","1",1,NA,0,0.1,0,NA,NA,0,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,718,823
"32",2016,"Tulane","AAC",1,"-","Totals","-","-","-",NA,NA,3.24,558.1,500,243,201,191,494,13,"2,359","2,067",95,6,3,22,42,56,4,NA,NA,33,11,NA,600,475,NA,NA,NA,142,718,823
"33",2016,"Tulane","AAC",1,"-","Opponent Totals","-","-","-",NA,NA,5.12,542.2,551,355,309,258,519,1,"2,446","2,089",101,17,11,66,50,46,6,NA,NA,34,19,NA,510,528,NA,NA,NA,137,718,823
"1",2016,"UCF","AAC",1,"12","Hamblin, Luke","Jr","OF","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"2",2016,"UCF","AAC",1,"7","Crile, Ryan","Jr","INF","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"3",2016,"UCF","AAC",1,"3","Gellinger, Kam","Jr","INF","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"4",2016,"UCF","AAC",1,"15","Griffin, Austin","Jr","INF","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"5",2016,"UCF","AAC",1,"34","Putnam, Eli","Jr","OF","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"6",2016,"UCF","AAC",1,"16","Tolleson, Sam","Sr","1B","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"7",2016,"UCF","AAC",1,"2","Mika, Matthew","Fr","INF","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"8",2016,"UCF","AAC",1,"23","Heiser, Logan","So","C","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"9",2016,"UCF","AAC",1,"20","Moser, Josh","So","OF","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"10",2016,"UCF","AAC",1,"21","Bozeman, Brennan","Jr","INF","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"11",2016,"UCF","AAC",1,"18","Vazquez, Eugene","Jr","OF","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"12",2016,"UCF","AAC",1,"14","Diorio, Matt","Jr","C","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"13",2016,"UCF","AAC",1,"33","Hukari, Harrison","Sr","P","33",33,1,3.38,53.1,49,21,20,39,44,NA,"239","191",13,NA,NA,2,8,1,5,33,11,5,3,"837",47,58,3,3,3,10,128,823
"14",2016,"UCF","AAC",1,"10","George, Anthony","Fr","INF","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"15",2016,"UCF","AAC",1,"5","Morgan, Brooks","Jr","INF","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,128,823
"16",2016,"UCF","AAC",1,"30","Scholl, Campbell","Jr","P","24",24,NA,7.71,21,23,19,18,10,23,NA,"97","79",3,NA,NA,NA,5,6,NA,25,6,2,NA,"256",26,8,1,NA,1,9,128,823
"17",2016,"UCF","AAC",1,"42","Thompson, Trent","Jr","P","24",24,4,6.07,43,53,34,29,13,22,NA,"192","172",7,NA,1,6,4,1,4,10,4,4,2,"629",54,41,3,5,4,8,128,823
"18",2016,"UCF","AAC",1,"40","Faintich, Drew","Jr","P","23",23,NA,4.82,9.1,4,5,5,12,11,NA,"47","30",1,NA,NA,NA,10,5,NA,27,7,NA,NA,"160",10,5,NA,NA,NA,1,128,823
"19",2016,"UCF","AAC",1,"25","Williams, Chris","So","P","19",19,NA,2.3,15.2,10,4,4,8,12,NA,"62","48",NA,1,NA,NA,2,1,2,31,8,3,2,"194",20,10,1,NA,NA,2,128,823
"20",2016,"UCF","AAC",1,"44","Deramo, Andrew","So","P","18",18,4,4.72,40,43,27,21,24,45,NA,"190","157",8,NA,1,2,7,5,1,3,NA,2,2,"691",30,36,1,3,NA,17,128,823
"21",2016,"UCF","AAC",1,"24","Pimentel, Juan","Jr","P","18",18,13,4.08,86,104,45,39,19,62,NA,"376","345",17,1,NA,4,7,7,2,5,5,3,2,"1,226",83,99,3,7,NA,28,128,823
"22",2016,"UCF","AAC",1,"41","Howell, Robby","Jr","P","15",15,15,1.96,101,74,34,22,35,65,NA,"414","358",12,2,NA,2,2,9,NA,NA,NA,7,5,"1,276",104,114,7,4,NA,26,128,823
"23",2016,"UCF","AAC",1,"4","Finfrock, Cre","So","P","15",15,14,4.35,80.2,75,43,39,26,76,NA,"351","303",11,NA,NA,4,12,10,NA,NA,NA,10,2,"1,105",99,57,4,7,NA,24,128,823
"24",2016,"UCF","AAC",1,"43","Hepple, Eric","So","P","14",14,1,6.6,15,20,12,11,5,13,NA,"71","64",2,NA,NA,3,2,1,NA,10,6,1,NA,"239",12,19,1,NA,1,3,128,823
"25",2016,"UCF","AAC",1,"32","Ward, Thaddeus","Fr","P","13",13,1,5.85,20,18,14,13,14,11,NA,"91","74",1,NA,NA,NA,5,2,1,9,3,NA,1,"261",23,23,1,2,NA,2,128,823
